Freq.	LP
2.49459472694290e+003	(3.59835099388245e-001dB,1.53410374231228e+002°)
2.50034536169638e+003	(3.59791575275024e-001dB,1.53349214118358e+002°)
2.50610925303206e+003	(3.59747916879588e-001dB,1.53287913864127e+002°)
2.51188643150953e+003	(3.59704124163668e-001dB,1.53226473150339e+002°)
2.51767692775880e+003	(3.59660197093684e-001dB,1.53164891658089e+002°)
2.52348077248052e+003	(3.59616135640938e-001dB,1.53103169067758e+002°)
2.52929799644609e+003	(3.59571939781523e-001dB,1.53041305059012e+002°)
2.53512863049785e+003	(3.59527609496494e-001dB,1.52979299310804e+002°)
2.54097270554925e+003	(3.59483144771882e-001dB,1.52917151501367e+002°)
2.54683025258499e+003	(3.59438545598768e-001dB,1.52854861308218e+002°)
2.55270130266119e+003	(3.59393811973343e-001dB,1.52792428408150e+002°)
2.55858588690559e+003	(3.59348943896964e-001dB,1.52729852477237e+002°)
2.56448403651766e+003	(3.59303941376250e-001dB,1.52667133190828e+002°)
2.57039578276881e+003	(3.59258804423136e-001dB,1.52604270223545e+002°)
2.57632115700252e+003	(3.59213533054909e-001dB,1.52541263249287e+002°)
2.58226019063454e+003	(3.59168127294290e-001dB,1.52478111941219e+002°)
2.58821291515303e+003	(3.59122587169555e-001dB,1.52414815971780e+002°)
2.59417936211876e+003	(3.59076912714524e-001dB,1.52351375012675e+002°)
2.60015956316521e+003	(3.59031103968648e-001dB,1.52287788734876e+002°)
2.60615354999884e+003	(3.58985160977154e-001dB,1.52224056808619e+002°)
2.61216135439915e+003	(3.58939083790998e-001dB,1.52160178903404e+002°)
2.61818300821893e+003	(3.58892872467024e-001dB,1.52096154687990e+002°)
2.62421854338438e+003	(3.58846527067979e-001dB,1.52031983830399e+002°)
2.63026799189532e+003	(3.58800047662655e-001dB,1.51967665997908e+002°)
2.63633138582532e+003	(3.58753434325843e-001dB,1.51903200857053e+002°)
2.64240875732189e+003	(3.58706687138597e-001dB,1.51838588073621e+002°)
2.64850013860664e+003	(3.58659806188084e-001dB,1.51773827312655e+002°)
2.65460556197548e+003	(3.58612791567792e-001dB,1.51708918238448e+002°)
2.66072505979875e+003	(3.58565643377612e-001dB,1.51643860514542e+002°)
2.66685866452142e+003	(3.58518361723864e-001dB,1.51578653803727e+002°)
2.67300640866325e+003	(3.58470946719380e-001dB,1.51513297768039e+002°)
2.67916832481897e+003	(3.58423398483593e-001dB,1.51447792068759e+002°)
2.68534444565845e+003	(3.58375717142655e-001dB,1.51382136366409e+002°)
2.69153480392685e+003	(3.58327902829438e-001dB,1.51316330320753e+002°)
2.69773943244486e+003	(3.58279955683623e-001dB,1.51250373590793e+002°)
2.70395836410878e+003	(3.58231875851879e-001dB,1.51184265834770e+002°)
2.71019163189078e+003	(3.58183663487849e-001dB,1.51118006710159e+002°)
2.71643926883902e+003	(3.58135318752191e-001dB,1.51051595873668e+002°)
2.72270130807785e+003	(3.58086841812819e-001dB,1.50985032981240e+002°)
2.72897778280798e+003	(3.58038232844818e-001dB,1.50918317688044e+002°)
2.73526872630665e+003	(3.57989492030655e-001dB,1.50851449648482e+002°)
2.74157417192782e+003	(3.57940619560187e-001dB,1.50784428516179e+002°)
2.74789415310233e+003	(3.57891615630731e-001dB,1.50717253943987e+002°)
2.75422870333810e+003	(3.57842480447257e-001dB,1.50649925583979e+002°)
2.76057785622028e+003	(3.57793214222376e-001dB,1.50582443087451e+002°)
2.76694164541145e+003	(3.57743817176419e-001dB,1.50514806104919e+002°)
2.77332010465178e+003	(3.57694289537606e-001dB,1.50447014286115e+002°)
2.77971326775922e+003	(3.57644631542109e-001dB,1.50379067279986e+002°)
2.78612116862970e+003	(3.57594843434027e-001dB,1.50310964734696e+002°)
2.79254384123727e+003	(3.57544925465721e-001dB,1.50242706297618e+002°)
2.79898131963430e+003	(3.57494877897627e-001dB,1.50174291615338e+002°)
2.80543363795165e+003	(3.57444700998533e-001dB,1.50105720333648e+002°)
2.81190083039887e+003	(3.57394395045632e-001dB,1.50036992097548e+002°)
2.81838293126439e+003	(3.57343960324557e-001dB,1.49968106551244e+002°)
2.82487997491564e+003	(3.57293397129531e-001dB,1.49899063338141e+002°)
2.83139199579931e+003	(3.57242705763488e-001dB,1.49829862100848e+002°)
2.83791902844149e+003	(3.57191886538109e-001dB,1.49760502481173e+002°)
2.84446110744785e+003	(3.57140939773890e-001dB,1.49690984120120e+002°)
2.85101826750384e+003	(3.57089865800377e-001dB,1.49621306657889e+002°)
2.85759054337488e+003	(3.57038664956102e-001dB,1.49551469733874e+002°)
2.86417796990651e+003	(3.56987337588797e-001dB,1.49481472986659e+002°)
2.87078058202462e+003	(3.56935884055466e-001dB,1.49411316054018e+002°)
2.87739841473560e+003	(3.56884304722420e-001dB,1.49340998572915e+002°)
2.88403150312654e+003	(3.56832599965499e-001dB,1.49270520179497e+002°)
2.89067988236540e+003	(3.56780770170056e-001dB,1.49199880509095e+002°)
2.89734358770125e+003	(3.56728815731156e-001dB,1.49129079196224e+002°)
2.90402265446438e+003	(3.56676737053586e-001dB,1.49058115874577e+002°)
2.91071711806653e+003	(3.56624534552053e-001dB,1.48986990177026e+002°)
2.91742701400109e+003	(3.56572208651207e-001dB,1.48915701735617e+002°)
2.92415237784326e+003	(3.56519759785853e-001dB,1.48844250181574e+002°)
2.93089324525025e+003	(3.56467188400946e-001dB,1.48772635145289e+002°)
2.93764965196146e+003	(3.56414494951750e-001dB,1.48700856256327e+002°)
2.94442163379869e+003	(3.56361679903948e-001dB,1.48628913143419e+002°)
2.95120922666631e+003	(3.56308743733781e-001dB,1.48556805434463e+002°)
2.95801246655147e+003	(3.56255686928070e-001dB,1.48484532756523e+002°)
2.96483138952427e+003	(3.56202509984445e-001dB,1.48412094735821e+002°)
2.97166603173795e+003	(3.56149213411372e-001dB,1.48339490997743e+002°)
2.97851642942911e+003	(3.56095797728276e-001dB,1.48266721166831e+002°)
2.98538261891788e+003	(3.56042263465685e-001dB,1.48193784866783e+002°)
2.99226463660811e+003	(3.55988611165406e-001dB,1.48120681720452e+002°)
2.99916251898757e+003	(3.55934841380438e-001dB,1.48047411349842e+002°)
3.00607630262815e+003	(3.55880954675324e-001dB,1.47973973376106e+002°)
3.01300602418604e+003	(3.55826951626158e-001dB,1.47900367419548e+002°)
3.01995172040194e+003	(3.55772832820657e-001dB,1.47826593099615e+002°)
3.02691342810123e+003	(3.55718598858378e-001dB,1.47752650034898e+002°)
3.03389118419419e+003	(3.55664250350844e-001dB,1.47678537843130e+002°)
3.04088502567620e+003	(3.55609787921558e-001dB,1.47604256141184e+002°)
3.04789498962790e+003	(3.55555212206187e-001dB,1.47529804545068e+002°)
3.05492111321543e+003	(3.55500523852761e-001dB,1.47455182669929e+002°)
3.06196343369060e+003	(3.55445723521674e-001dB,1.47380390130043e+002°)
3.06902198839108e+003	(3.55390811885859e-001dB,1.47305426538821e+002°)
3.07609681474063e+003	(3.55335789630978e-001dB,1.47230291508799e+002°)
3.08318795024927e+003	(3.55280657455413e-001dB,1.47154984651642e+002°)
3.09029543251351e+003	(3.55225416070561e-001dB,1.47079505578140e+002°)
3.09741929921650e+003	(3.55170066200837e-001dB,1.47003853898203e+002°)
3.10455958812827e+003	(3.55114608583822e-001dB,1.46928029220863e+002°)
3.11171633710594e+003	(3.55059043970522e-001dB,1.46852031154270e+002°)
3.11888958409385e+003	(3.55003373125244e-001dB,1.46775859305690e+002°)
3.12607936712387e+003	(3.54947596826050e-001dB,1.46699513281500e+002°)
3.13328572431550e+003	(3.54891715864620e-001dB,1.46622992687191e+002°)
3.14050869387613e+003	(3.54835731046574e-001dB,1.46546297127364e+002°)
3.14774831410123e+003	(3.54779643191462e-001dB,1.46469426205724e+002°)
3.15500462337454e+003	(3.54723453133046e-001dB,1.46392379525083e+002°)
3.16227766016829e+003	(3.54667161719317e-001dB,1.46315156687354e+002°)
3.16956746304341e+003	(3.54610769812742e-001dB,1.46237757293551e+002°)
3.17687407064968e+003	(3.54554278290274e-001dB,1.46160180943786e+002°)
3.18419752172604e+003	(3.54497688043696e-001dB,1.46082427237266e+002°)
3.19153785510067e+003	(3.54440999979510e-001dB,1.46004495772293e+002°)
3.19889510969131e+003	(3.54384215019299e-001dB,1.45926386146258e+002°)
3.20626932450538e+003	(3.54327334099766e-001dB,1.45848097955642e+002°)
3.21366053864023e+003	(3.54270358172892e-001dB,1.45769630796012e+002°)
3.22106879128335e+003	(3.54213288206151e-001dB,1.45690984262019e+002°)
3.22849412171255e+003	(3.54156125182520e-001dB,1.45612157947397e+002°)
3.23593656929619e+003	(3.54098870100796e-001dB,1.45533151444958e+002°)
3.24339617349340e+003	(3.54041523975641e-001dB,1.45453964346591e+002°)
3.25087297385425e+003	(3.53984087837738e-001dB,1.45374596243262e+002°)
3.25836701002000e+003	(3.53926562734023e-001dB,1.45295046725007e+002°)
3.26587832172327e+003	(3.53868949727752e-001dB,1.45215315380932e+002°)
3.27340694878829e+003	(3.53811249898661e-001dB,1.45135401799212e+002°)
3.28095293113110e+003	(3.53753464343224e-001dB,1.45055305567087e+002°)
3.28851630875974e+003	(3.53695594174711e-001dB,1.44975026270859e+002°)
3.29609712177449e+003	(3.53637640523366e-001dB,1.44894563495890e+002°)
3.30369541036806e+003	(3.53579604536619e-001dB,1.44813916826601e+002°)
3.31131121482582e+003	(3.53521487379156e-001dB,1.44733085846469e+002°)
3.31894457552601e+003	(3.53463290233211e-001dB,1.44652070138020e+002°)
3.32659553293995e+003	(3.53405014298608e-001dB,1.44570869282837e+002°)
3.33426412763226e+003	(3.53346660792956e-001dB,1.44489482861545e+002°)
3.34195040026105e+003	(3.53288230951935e-001dB,1.44407910453817e+002°)
3.34965439157818e+003	(3.53229726029263e-001dB,1.44326151638371e+002°)
3.35737614242945e+003	(3.53171147297009e-001dB,1.44244205992961e+002°)
3.36511569375481e+003	(3.53112496045735e-001dB,1.44162073094383e+002°)
3.37287308658860e+003	(3.53053773584653e-001dB,1.44079752518468e+002°)
3.38064836205972e+003	(3.52994981241761e-001dB,1.43997243840076e+002°)
3.38844156139193e+003	(3.52936120364121e-001dB,1.43914546633102e+002°)
3.39625272590399e+003	(3.52877192317949e-001dB,1.43831660470467e+002°)
3.40408189700991e+003	(3.52818198488826e-001dB,1.43748584924116e+002°)
3.41192911621919e+003	(3.52759140281818e-001dB,1.43665319565018e+002°)
3.41979442513699e+003	(3.52700019121757e-001dB,1.43581863963163e+002°)
3.42767786546441e+003	(3.52640836453333e-001dB,1.43498217687554e+002°)
3.43557947899865e+003	(3.52581593741364e-001dB,1.43414380306214e+002°)
3.44349930763329e+003	(3.52522292470862e-001dB,1.43330351386175e+002°)
3.45143739335846e+003	(3.52462934147288e-001dB,1.43246130493478e+002°)
3.45939377826112e+003	(3.52403520296792e-001dB,1.43161717193172e+002°)
3.46736850452522e+003	(3.52344052466284e-001dB,1.43077111049310e+002°)
3.47536161443196e+003	(3.52284532223708e-001dB,1.42992311624946e+002°)
3.48337315036002e+003	(3.52224961158176e-001dB,1.42907318482133e+002°)
3.49140315478576e+003	(3.52165340880199e-001dB,1.42822131181918e+002°)
3.49945167028347e+003	(3.52105673021871e-001dB,1.42736749284343e+002°)
3.50751873952558e+003	(3.52045959237074e-001dB,1.42651172348440e+002°)
3.51560440528288e+003	(3.51986201201560e-001dB,1.42565399932229e+002°)
3.52370871042477e+003	(3.51926400613402e-001dB,1.42479431592714e+002°)
3.53183169791947e+003	(3.51866559192912e-001dB,1.42393266885881e+002°)
3.53997341083424e+003	(3.51806678683008e-001dB,1.42306905366696e+002°)
3.54813389233565e+003	(3.51746760849355e-001dB,1.42220346589100e+002°)
3.55631318568975e+003	(3.51686807480541e-001dB,1.42133590106009e+002°)
3.56451133426234e+003	(3.51626820388426e-001dB,1.42046635469310e+002°)
3.57272838151918e+003	(3.51566801408128e-001dB,1.41959482229855e+002°)
3.58096437102626e+003	(3.51506752398386e-001dB,1.41872129937465e+002°)
3.58921934644995e+003	(3.51446675241730e-001dB,1.41784578140920e+002°)
3.59749335155732e+003	(3.51386571844682e-001dB,1.41696826387960e+002°)
3.60578643021632e+003	(3.51326444137898e-001dB,1.41608874225282e+002°)
3.61409862639603e+003	(3.51266294076538e-001dB,1.41520721198536e+002°)
3.62242998416688e+003	(3.51206123640343e-001dB,1.41432366852321e+002°)
3.63078054770091e+003	(3.51145934833880e-001dB,1.41343810730184e+002°)
3.63915036127196e+003	(3.51085729686770e-001dB,1.41255052374619e+002°)
3.64753946925597e+003	(3.51025510253930e-001dB,1.41166091327057e+002°)
3.65594791613114e+003	(3.50965278615739e-001dB,1.41076927127871e+002°)
3.66437574647822e+003	(3.50905036878285e-001dB,1.40987559316366e+002°)
3.67282300498074e+003	(3.50844787173606e-001dB,1.40897987430784e+002°)
3.68128973642520e+003	(3.50784531659886e-001dB,1.40808211008291e+002°)
3.68977598570139e+003	(3.50724272521645e-001dB,1.40718229584982e+002°)
3.69828179780255e+003	(3.50664011970077e-001dB,1.40628042695875e+002°)
3.70680721782565e+003	(3.50603752243134e-001dB,1.40537649874908e+002°)
3.71535229097161e+003	(3.50543495605823e-001dB,1.40447050654934e+002°)
3.72391706254557e+003	(3.50483244350502e-001dB,1.40356244567723e+002°)
3.73250157795709e+003	(3.50423000796957e-001dB,1.40265231143951e+002°)
3.74110588272042e+003	(3.50362767292798e-001dB,1.40174009913206e+002°)
3.74973002245472e+003	(3.50302546213596e-001dB,1.40082580403978e+002°)
3.75837404288433e+003	(3.50242339963070e-001dB,1.39990942143657e+002°)
3.76703798983897e+003	(3.50182150973515e-001dB,1.39899094658532e+002°)
3.77572190925404e+003	(3.50121981705798e-001dB,1.39807037473786e+002°)
3.78442584717082e+003	(3.50061834649783e-001dB,1.39714770113493e+002°)
3.79314984973670e+003	(3.50001712324516e-001dB,1.39622292100617e+002°)
3.80189396320550e+003	(3.49941617278420e-001dB,1.39529602957002e+002°)
3.81065823393761e+003	(3.49881552089599e-001dB,1.39436702203379e+002°)
3.81944270840035e+003	(3.49821519366033e-001dB,1.39343589359352e+002°)
3.82824743316811e+003	(3.49761521745888e-001dB,1.39250263943403e+002°)
3.83707245492267e+003	(3.49701561897741e-001dB,1.39156725472883e+002°)
3.84591782045342e+003	(3.49641642520742e-001dB,1.39062973464013e+002°)
3.85478357665760e+003	(3.49581766345020e-001dB,1.38969007431876e+002°)
3.86366977054057e+003	(3.49521936131844e-001dB,1.38874826890418e+002°)
3.87257644921605e+003	(3.49462154673880e-001dB,1.38780431352441e+002°)
3.88150365990636e+003	(3.49402424795432e-001dB,1.38685820329603e+002°)
3.89045144994268e+003	(3.49342749352775e-001dB,1.38590993332411e+002°)
3.89941986676531e+003	(3.49283131234326e-001dB,1.38495949870220e+002°)
3.90840895792390e+003	(3.49223573360947e-001dB,1.38400689451227e+002°)
3.91741877107771e+003	(3.49164078686246e-001dB,1.38305211582471e+002°)
3.92644935399587e+003	(3.49104650196731e-001dB,1.38209515769827e+002°)
3.93550075455765e+003	(3.49045290912198e-001dB,1.38113601518003e+002°)
3.94457302075266e+003	(3.48986003885879e-001dB,1.38017468330535e+002°)
3.95366620068115e+003	(3.48926792204839e-001dB,1.37921115709785e+002°)
3.96278034255427e+003	(3.48867658990138e-001dB,1.37824543156939e+002°)
3.97191549469428e+003	(3.48808607397116e-001dB,1.37727750171999e+002°)
3.98107170553485e+003	(3.48749640615766e-001dB,1.37630736253783e+002°)
3.99024902362129e+003	(3.48690761870850e-001dB,1.37533500899920e+002°)
3.99944749761085e+003	(3.48631974422336e-001dB,1.37436043606845e+002°)
4.00866717627290e+003	(3.48573281565521e-001dB,1.37338363869797e+002°)
4.01790810848927e+003	(3.48514686631406e-001dB,1.37240461182815e+002°)
4.02717034325446e+003	(3.48456192986988e-001dB,1.37142335038735e+002°)
4.03645392967592e+003	(3.48397804035469e-001dB,1.37043984929183e+002°)
4.04575891697430e+003	(3.48339523216586e-001dB,1.36945410344575e+002°)
4.05508535448371e+003	(3.48281354006876e-001dB,1.36846610774109e+002°)
4.06443329165200e+003	(3.48223299920015e-001dB,1.36747585705767e+002°)
4.07380277804099e+003	(3.48165364507010e-001dB,1.36648334626305e+002°)
4.08319386332679e+003	(3.48107551356540e-001dB,1.36548857021252e+002°)
4.09260659729998e+003	(3.48049864095333e-001dB,1.36449152374906e+002°)
4.10204102986593e+003	(3.47992306388260e-001dB,1.36349220170331e+002°)
4.11149721104509e+003	(3.47934881938786e-001dB,1.36249059889349e+002°)
4.12097519097317e+003	(3.47877594489226e-001dB,1.36148671012543e+002°)
4.13047501990148e+003	(3.47820447821023e-001dB,1.36048053019243e+002°)
4.13999674819717e+003	(3.47763445755062e-001dB,1.35947205387533e+002°)
4.14954042634349e+003	(3.47706592151962e-001dB,1.35846127594239e+002°)
4.15910610494009e+003	(3.47649890912392e-001dB,1.35744819114927e+002°)
4.16869383470322e+003	(3.47593345977358e-001dB,1.35643279423900e+002°)
4.17830366646608e+003	(3.47536961328447e-001dB,1.35541507994193e+002°)
4.18793565117905e+003	(3.47480740988320e-001dB,1.35439504297570e+002°)
4.19758983990994e+003	(3.47424689020784e-001dB,1.35337267804517e+002°)
4.20726628384430e+003	(3.47368809531254e-001dB,1.35234797984239e+002°)
4.21696503428568e+003	(3.47313106667027e-001dB,1.35132094304660e+002°)
4.22668614265589e+003	(3.47257584617562e-001dB,1.35029156232410e+002°)
4.23642966049527e+003	(3.47202247614833e-001dB,1.34925983232830e+002°)
4.24619563946299e+003	(3.47147099933625e-001dB,1.34822574769959e+002°)
4.25598413133729e+003	(3.47092145891877e-001dB,1.34718930306537e+002°)
4.26579518801578e+003	(3.47037389850892e-001dB,1.34615049303997e+002°)
4.27562886151572e+003	(3.46982836215822e-001dB,1.34510931222460e+002°)
4.28548520397425e+003	(3.46928489435877e-001dB,1.34406575520732e+002°)
4.29536426764873e+003	(3.46874354004669e-001dB,1.34301981656300e+002°)
4.30526610491696e+003	(3.46820434460528e-001dB,1.34197149085326e+002°)
4.31519076827751e+003	(3.46766735386834e-001dB,1.34092077262642e+002°)
4.32513831034994e+003	(3.46713261412436e-001dB,1.33986765641749e+002°)
4.33510878387514e+003	(3.46660017211736e-001dB,1.33881213674809e+002°)
4.34510224171557e+003	(3.46607007505296e-001dB,1.33775420812639e+002°)
4.35511873685554e+003	(3.46554237060021e-001dB,1.33669386504713e+002°)
4.36515832240151e+003	(3.46501710689462e-001dB,1.33563110199149e+002°)
4.37522105158237e+003	(3.46449433254254e-001dB,1.33456591342711e+002°)
4.38530697774971e+003	(3.46397409662365e-001dB,1.33349829380800e+002°)
4.39541615437809e+003	(3.46345644869498e-001dB,1.33242823757453e+002°)
4.40554863506538e+003	(3.46294143879373e-001dB,1.33135573915334e+002°)
4.41570447353297e+003	(3.46242911744103e-001dB,1.33028079295732e+002°)
4.42588372362611e+003	(3.46191953564479e-001dB,1.32920339338556e+002°)
4.43608643931417e+003	(3.46141274490405e-001dB,1.32812353482327e+002°)
4.44631267469093e+003	(3.46090879721187e-001dB,1.32704121164180e+002°)
4.45656248397488e+003	(3.46040774505804e-001dB,1.32595641819851e+002°)
4.46683592150948e+003	(3.45990964143401e-001dB,1.32486914883678e+002°)
4.47713304176347e+003	(3.45941453983571e-001dB,1.32377939788593e+002°)
4.48745389933117e+003	(3.45892249426623e-001dB,1.32268715966116e+002°)
4.49779854893272e+003	(3.45843355924076e-001dB,1.32159242846355e+002°)
4.50816704541445e+003	(3.45794778978882e-001dB,1.32049519857995e+002°)
4.51855944374907e+003	(3.45746524145847e-001dB,1.31939546428297e+002°)
4.52897579903605e+003	(3.45698597032014e-001dB,1.31829321983090e+002°)
4.53941616650187e+003	(3.45651003296921e-001dB,1.31718845946768e+002°)
4.54988060150033e+003	(3.45603748653041e-001dB,1.31608117742285e+002°)
4.56036915951280e+003	(3.45556838866092e-001dB,1.31497136791146e+002°)
4.57088189614859e+003	(3.45510279755420e-001dB,1.31385902513407e+002°)
4.58141886714517e+003	(3.45464077194353e-001dB,1.31274414327665e+002°)
4.59198012836852e+003	(3.45418237110576e-001dB,1.31162671651056e+002°)
4.60256573581340e+003	(3.45372765486458e-001dB,1.31050673899249e+002°)
4.61317574560363e+003	(3.45327668359422e-001dB,1.30938420486438e+002°)
4.62381021399244e+003	(3.45282951822353e-001dB,1.30825910825340e+002°)
4.63446919736272e+003	(3.45238622023923e-001dB,1.30713144327187e+002°)
4.64515275222733e+003	(3.45194685168982e-001dB,1.30600120401723e+002°)
4.65586093522942e+003	(3.45151147518896e-001dB,1.30486838457195e+002°)
4.66659380314272e+003	(3.45108015391943e-001dB,1.30373297900351e+002°)
4.67735141287181e+003	(3.45065295163691e-001dB,1.30259498136433e+002°)
4.68813382145248e+003	(3.45022993267306e-001dB,1.30145438569170e+002°)
4.69894108605199e+003	(3.44981116194002e-001dB,1.30031118600773e+002°)
4.70977326396936e+003	(3.44939670493420e-001dB,1.29916537631931e+002°)
4.72063041263574e+003	(3.44898662773930e-001dB,1.29801695061803e+002°)
4.73151258961463e+003	(3.44858099703039e-001dB,1.29686590288014e+002°)
4.74241985260228e+003	(3.44817988007783e-001dB,1.29571222706648e+002°)
4.75335225942788e+003	(3.44778334475143e-001dB,1.29455591712242e+002°)
4.76430986805398e+003	(3.44739145952292e-001dB,1.29339696697781e+002°)
4.77529273657674e+003	(3.44700429347163e-001dB,1.29223537054692e+002°)
4.78630092322621e+003	(3.44662191628625e-001dB,1.29107112172836e+002°)
4.79733448636672e+003	(3.44624439827055e-001dB,1.28990421440506e+002°)
4.80839348449711e+003	(3.44587181034572e-001dB,1.28873464244415e+002°)
4.81947797625110e+003	(3.44550422405555e-001dB,1.28756239969699e+002°)
4.83058802039755e+003	(3.44514171156878e-001dB,1.28638747999900e+002°)
4.84172367584082e+003	(3.44478434568436e-001dB,1.28520987716967e+002°)
4.85288500162103e+003	(3.44443219983439e-001dB,1.28402958501249e+002°)
4.86407205691444e+003	(3.44408534808847e-001dB,1.28284659731487e+002°)
4.87528490103368e+003	(3.44374386515751e-001dB,1.28166090784807e+002°)
4.88652359342816e+003	(3.44340782639743e-001dB,1.28047251036718e+002°)
4.89778819368428e+003	(3.44307730781302e-001dB,1.27928139861101e+002°)
4.90907876152585e+003	(3.44275238606246e-001dB,1.27808756630204e+002°)
4.92039535681433e+003	(3.44243313846036e-001dB,1.27689100714636e+002°)
4.93173803954917e+003	(3.44211964298200e-001dB,1.27569171483361e+002°)
4.94310686986817e+003	(3.44181197826797e-001dB,1.27448968303692e+002°)
4.95450190804772e+003	(3.44151022362745e-001dB,1.27328490541280e+002°)
4.96592321450317e+003	(3.44121445904158e-001dB,1.27207737560114e+002°)
4.97737084978917e+003	(3.44092476516849e-001dB,1.27086708722510e+002°)
4.98884487459993e+003	(3.44064122334686e-001dB,1.26965403389104e+002°)
5.00034534976960e+003	(3.44036391559969e-001dB,1.26843820918850e+002°)
5.01187233627253e+003	(3.44009292463854e-001dB,1.26721960669005e+002°)
5.02342589522368e+003	(3.43982833386713e-001dB,1.26599821995132e+002°)
5.03500608787886e+003	(3.43957022738632e-001dB,1.26477404251085e+002°)
5.04661297563509e+003	(3.43931868999637e-001dB,1.26354706789007e+002°)
5.05824662003095e+003	(3.43907380720266e-001dB,1.26231728959320e+002°)
5.06990708274685e+003	(3.43883566521867e-001dB,1.26108470110721e+002°)
5.08159442560541e+003	(3.43860435097004e-001dB,1.25984929590171e+002°)
5.09330871057176e+003	(3.43837995209929e-001dB,1.25861106742894e+002°)
5.10504999975387e+003	(3.43816255696882e-001dB,1.25737000912362e+002°)
5.11681835540288e+003	(3.43795225466598e-001dB,1.25612611440296e+002°)
5.12861383991345e+003	(3.43774913500630e-001dB,1.25487937666651e+002°)
5.14043651582406e+003	(3.43755328853742e-001dB,1.25362978929615e+002°)
5.15228644581737e+003	(3.43736480654395e-001dB,1.25237734565600e+002°)
5.16416369272051e+003	(3.43718378105045e-001dB,1.25112203909231e+002°)
5.17606831950548e+003	(3.43701030482666e-001dB,1.24986386293344e+002°)
5.18800038928941e+003	(3.43684447139035e-001dB,1.24860281048976e+002°)
5.19995996533496e+003	(3.43668637501187e-001dB,1.24733887505356e+002°)
5.21194711105060e+003	(3.43653611071858e-001dB,1.24607204989901e+002°)
5.22396188999100e+003	(3.43639377429792e-001dB,1.24480232828206e+002°)
5.23600436585730e+003	(3.43625946230241e-001dB,1.24352970344036e+002°)
5.24807460249752e+003	(3.43613327205321e-001dB,1.24225416859321e+002°)
5.26017266390686e+003	(3.43601530164384e-001dB,1.24097571694146e+002°)
5.27229861422802e+003	(3.43590564994516e-001dB,1.23969434166743e+002°)
5.28445251775160e+003	(3.43580441660818e-001dB,1.23841003593485e+002°)
5.29663443891637e+003	(3.43571170206928e-001dB,1.23712279288878e+002°)
5.30884444230968e+003	(3.43562760755317e-001dB,1.23583260565550e+002°)
5.32108259266774e+003	(3.43555223507805e-001dB,1.23453946734248e+002°)
5.33334895487600e+003	(3.43548568745866e-001dB,1.23324337103826e+002°)
5.34564359396951e+003	(3.43542806831064e-001dB,1.23194430981238e+002°)
5.35796657513321e+003	(3.43537948205432e-001dB,1.23064227671532e+002°)
5.37031796370232e+003	(3.43534003391965e-001dB,1.22933726477839e+002°)
5.38269782516267e+003	(3.43530982994916e-001dB,1.22802926701366e+002°)
5.39510622515107e+003	(3.43528897700239e-001dB,1.22671827641388e+002°)
5.40754322945560e+003	(3.43527758275975e-001dB,1.22540428595240e+002°)
5.42000890401603e+003	(3.43527575572703e-001dB,1.22408728858307e+002°)
5.43250331492412e+003	(3.43528360523842e-001dB,1.22276727724018e+002°)
5.44502652842400e+003	(3.43530124146159e-001dB,1.22144424483836e+002°)
5.45757861091249e+003	(3.43532877540081e-001dB,1.22011818427250e+002°)
5.47015962893950e+003	(3.43536631890180e-001dB,1.21878908841765e+002°)
5.48276964920832e+003	(3.43541398465437e-001dB,1.21745695012898e+002°)
5.49540873857603e+003	(3.43547188619822e-001dB,1.21612176224162e+002°)
5.50807696405382e+003	(3.43554013792498e-001dB,1.21478351757066e+002°)
5.52077439280736e+003	(3.43561885508358e-001dB,1.21344220891098e+002°)
5.53350109215715e+003	(3.43570815378347e-001dB,1.21209782903721e+002°)
5.54625712957889e+003	(3.43580815099904e-001dB,1.21075037070366e+002°)
5.55904257270381e+003	(3.43591896457286e-001dB,1.20939982664416e+002°)
5.57185748931908e+003	(3.43604071322006e-001dB,1.20804618957204e+002°)
5.58470194736808e+003	(3.43617351653257e-001dB,1.20668945218001e+002°)
5.59757601495088e+003	(3.43631749498228e-001dB,1.20532960714006e+002°)
5.61047976032448e+003	(3.43647276992531e-001dB,1.20396664710341e+002°)
5.62341325190327e+003	(3.43663946360576e-001dB,1.20260056470037e+002°)
5.63637655825932e+003	(3.43681769915961e-001dB,1.20123135254026e+002°)
5.64936974812280e+003	(3.43700760061943e-001dB,1.19985900321136e+002°)
5.66239289038231e+003	(3.43720929291629e-001dB,1.19848350928076e+002°)
5.67544605408524e+003	(3.43742290188489e-001dB,1.19710486329429e+002°)
5.68852930843819e+003	(3.43764855426779e-001dB,1.19572305777644e+002°)
5.70164272280725e+003	(3.43788637771804e-001dB,1.19433808523024e+002°)
5.71478636671844e+003	(3.43813650080365e-001dB,1.19294993813719e+002°)
5.72796030985806e+003	(3.43839905301111e-001dB,1.19155860895713e+002°)
5.74116462207304e+003	(3.43867416474972e-001dB,1.19016409012818e+002°)
5.75439937337134e+003	(3.43896196735408e-001dB,1.18876637406664e+002°)
5.76766463392227e+003	(3.43926259308947e-001dB,1.18736545316685e+002°)
5.78096047405695e+003	(3.43957617515369e-001dB,1.18596131980115e+002°)
5.79428696426858e+003	(3.43990284768276e-001dB,1.18455396631975e+002°)
5.80764417521288e+003	(3.44024274575249e-001dB,1.18314338505063e+002°)
